id,grade,level,solution_len,topic,task_text
8-E3-1-L8-g678,8,8,490,Геометрия: подобие и окружность,"Окружность с центром $O$ касается сторон угла $BAC$ в точках $B$ и $C$. На дуге $BC$, не содержащей точку $A$, взята точка $P$. Касательная к окружности в точке $P$ пересекает отрезки $AB$ и $AC$ в точках $X$ и $Y$ соответственно. Докажите,"
8-D3-1-L8-g678,8,8,492,Функции и графики,"Найдите все значения параметра $a$, при которых графики функций $y = x^2 - 2|x| + 1$ и $y = a$ имеют ровно три общие точки."
10-E2-1-L8-g911,10,8,495,Теория чисел старшего уровня,"Найдите все тройки натуральных чисел $(a,b,c)$ такие, что $a^3 + b^3 + c^3 = 3abc$ и $a+b+c=30$."
7-A3-1-L8-g678,7,8,495,"Выражения, степени, многочлены","Многочлен $P(x)$ с целыми коэффициентами таков, что $P(1)=1$, $P(2)=2$, $P(3)=3$, $P(4)=4$, $P(5)=5$, а $P(6)=10$. Докажите, что такого многочлена не существует."
5-A2-1-L8-gh1,5,8,497,Числа и делимость,"Найдите наименьшее натуральное число, которое при делении на 6, 7 и 8 даёт соответственно остатки 5, 6 и 7."
5-D1-2-L8-g5,5,8,499,Текстовые задачи,"Два автомобиля выехали одновременно из одного города в другой. Первый автомобиль проехал весь путь с постоянной скоростью 60 км/ч. Второй автомобиль первую половину пути ехал со скоростью 50 км/ч, а вторую половину — со скоростью 70 км/ч. К"
8-A2-2-L8-g678,8,8,499,Квадратные уравнения и теорема Виета,"Найдите все тройки целых чисел $(a,b,c)$ такие, что числа $a$, $b$, $c$ попарно различны и являются корнями квадратного трёхчлена $x^2+px+q$ (с действительными коэффициентами) при некотором выборе $p$ и $q$."
11-F1-2-L8-gh3,11,8,500,Теория чисел и диофантовы задачи,"Найдите все простые числа $p$, для которых существует целое число $n$ такое, что $p$ делит $n^2+1$ и $p$ делит $(n+1)^2+1$."
7-D3-5-L8-g678,7,8,503,Олимпиадная задача,"Расположите числа по возрастанию: $A=\left(1-\frac{1}{10^{2024}-1}\right)^{2024}$, $B=\left(1-\frac{2}{2\cdot10^{2024}+3}\right)^{2024}$, $C=\left(1-\frac{3}{3\cdot10^{2024}+4}\right)^{2024}$."
7-E1-1-L8-gh2,7,8,503,Олимпиадная задача,"Расположите числа по возрастанию: $A=\left(1-\frac{1}{10^{2024}-1}\right)^{2024}$, $B=\left(1-\frac{2}{2\cdot10^{2024}+3}\right)^{2024}$, $C=\left(1-\frac{3}{3\cdot10^{2024}+4}\right)^{2024}$."
8-D1-2-L8-g678,8,8,503,Олимпиадная задача,"Расположите числа по возрастанию: $A=\left(1-\frac{1}{10^{2024}-1}\right)^{2024}$, $B=\left(1-\frac{2}{2\cdot10^{2024}+3}\right)^{2024}$, $C=\left(1-\frac{3}{3\cdot10^{2024}+4}\right)^{2024}$."
8-D1-3-L8-g678,8,8,503,Олимпиадная задача,"Расположите числа по возрастанию: $A=\left(1-\frac{1}{10^{2024}-1}\right)^{2024}$, $B=\left(1-\frac{2}{2\cdot10^{2024}+3}\right)^{2024}$, $C=\left(1-\frac{3}{3\cdot10^{2024}+4}\right)^{2024}$."
10-E3-5-L8-g911,10,8,506,Теория чисел старшего уровня,"Найдите все натуральные числа $n$, для которых число $n^2+1$ делится на $n+1$, а число $n^2+2$ делится на $n+2$."
6-E1-4-L8-g678,6,8,506,"Геометрия, комбинаторика и логика","В квадрате $ABCD$ со стороной 1 точка $M$ — середина стороны $AB$, точка $N$ — середина стороны $BC$. Отрезки $AN$ и $DM$ пересекаются в точке $P$. Найдите площадь треугольника $AMP$."
7-B2-3-L8-g678,7,8,506,Линейные уравнения и системы,"Решите в целых числах систему уравнений:
$\begin{cases} x + y + z = 0, \\ x^3 + y^3 + z^3 = 3xyz \end{cases}$"
7-C3-1-L8-g678,7,8,507,Функции и графики,"На плоскости нарисован график функции $y = x^2 - 2x + 2$. Укажите все значения параметра $a$, при которых прямая $y = a$ пересекает график ровно в одной точке. Для каждого такого $a$ найдите координаты точки пересечения."
8-B2-5-L8-g678,8,8,509,Неравенства и преобразования,"Докажите, что для любых положительных чисел $a$, $b$, $c$ выполняется неравенство: $\frac{a}{b+c} + \frac{b}{c+a} + \frac{c}{a+b} \geq \frac{3}{2}$."
9-E3-2-L8-g911,9,8,511,Теория чисел,"Найдите все простые числа $p$ такие, что $p^2+2$ и $p^3+2$ также являются простыми числами."
5-E1-3-L8-g5,5,8,513,Комбинаторика и логика,"Сколько существует различных пятизначных чисел, в записи которых каждая из цифр 1, 2, 3, 4, 5 встречается ровно один раз, и никакие две чётные цифры не стоят рядом?"
6-B2-5-L8-g678,6,8,513,"Дроби, отношения, проценты","В магазине в понедельник цена на товар была повышена на некоторое количество процентов, а во вторник снижена на то же количество процентов. В результате цена товара стала на 4% меньше первоначальной. На сколько процентов была повышена цена "
8-B3-5-L8-g678,8,8,513,Неравенства и преобразования,"Найдите все пары положительных чисел $(a,b)$, для которых выполнено неравенство $\frac{a^2}{b} + \frac{b^2}{a} \leq a + b$."
8-B2-2-L8-g678,8,8,515,Неравенства и преобразования,"Найдите все тройки целых чисел $(a,b,c)$, не равных нулю, такие, что $a^3+b^3+c^3 = 3abc$ и $a+b+c \neq 0$."
8-B3-2-L8-g678,8,8,515,Неравенства и преобразования,"Найдите наименьшее значение выражения $(x+y+z)\left(\frac{1}{x}+\frac{1}{y}+\frac{1}{z}\right)$ для положительных чисел $x$, $y$, $z$, удовлетворяющих условию $x^2+y^2+z^2=3$."
10-D2-4-L8-g911,10,8,518,Стереометрия и векторы,"В правильной треугольной пирамиде $SABC$ с вершиной $S$ проведена плоскость, параллельная основанию $ABC$ и пересекающая боковые ребра $SA$, $SB$, $SC$ в точках $A_1$, $B_1$, $C_1$ соответственно. Известно, что объем пирамиды $SABC$ в 8 раз"
5-E1-1-L8-g5,5,8,518,Комбинаторика и логика,"Сколько существует различных шестизначных чисел, в записи которых каждая цифра от 1 до 6 встречается ровно один раз, и при этом никакие две чётные цифры не стоят рядом? (Чётные цифры: 2,4,6.)"
6-D1-4-L8-g678,6,8,518,Уравнения и текстовые задачи,"На доске написаны три различных натуральных числа. Известно, что если сложить два наименьших, то получится наибольшее. Если же сложить все три числа, то получится 30. Найдите все возможные тройки чисел и докажите, что других нет."
10-E2-2-L8-g911,10,8,520,Теория чисел старшего уровня,"Найдите все пары натуральных чисел $(x,y)$ такие, что $x^2 + y^2 = 7(x+y) + xy$."
8-G2-5-L8-g678,8,8,520,"Комбинаторика, логика, инварианты","В ряд выписаны числа от 1 до 2025. Разрешается выбрать два соседних числа и заменить их на их сумму, при этом одно из чисел (на выбор) убирается, а другое заменяется на эту сумму. Например, из ... , a, b, ... можно получить ... , a+b, ... ("
6-D3-5-L8-g678,6,8,522,Олимпиадная задача,"В стране есть 10 городов. Авиакомпания хочет ввести авиарейсы между некоторыми городами так, чтобы из каждого города можно было долететь до любого другого (возможно, с пересадками), и чтобы количество рейсов было минимально возможным. Сколь"
8-F2-4-L8-g678,8,8,522,Теория чисел: остатки и диофантовы,"Найдите все тройки натуральных чисел $(x, y, z)$, удовлетворяющие уравнению $x^3 + y^3 + z^3 = 3xyz$ и условию $x < y < z$, или докажите, что таких троек не существует."
8-C2-5-L8-g678,8,8,526,Системы и текстовые задачи,"Два пешехода вышли одновременно навстречу друг другу из пунктов A и B. После встречи первый пешеход пришёл в B через 1 час, а второй в A через 4 часа. Сколько времени каждый из них находился в пути до встречи?"
7-A2-1-L8-gh2,7,8,527,"Выражения, степени, многочлены","Найдите все целые числа $x$, для которых выражение $\frac{2x^2 - 3x + 5}{x - 2}$ является целым числом."
5-B2-36-L8-g,5,8,531,"Дроби, доли, проценты","В магазине проводится акция: при покупке двух одинаковых товаров третий товар в подарок (бесплатно). Петя хочет купить ровно 15 одинаковых ручек. Какое наименьшее количество ручек ему нужно оплатить, чтобы получить 15 ручек с учётом акции?"
10-A3-2-L8-gh3,10,8,532,Показательные и логарифмические выражения,"Найдите все пары натуральных чисел $(a, b)$ такие, что $\log_{ab}(a) + \log_{ab}(b) = \frac{1}{2}$ и $a^b = b^a$."
10-C3-3-L8-gh3,10,8,532,"Системы, параметры и неравенства","Найдите все пары целых чисел $(x, y)$, удовлетворяющие неравенству $x^2 + y^2 \leq 2x + 2y$ и условию, что $x^2 + y^2$ принимает наибольшее возможное значение."
5-A2-4-L8-g5,5,8,532,Числа и делимость,"Натуральное число $n$ при делении на $5$ даёт остаток $3$, а при делении на $7$ — остаток $4$. Какие остатки может давать $n$ при делении на $35$? Найдите все возможные остатки и докажите, что других нет."
9-E2-3-L8-g911,9,8,532,Теория чисел,"Найдите все тройки целых чисел $(x, y, z)$, удовлетворяющие уравнению $x^3 + y^3 + z^3 = 3xyz$ и условию $x + y + z \neq 0$."
10-E3-2-L8-g911,10,8,535,Теория чисел старшего уровня,"Найдите все натуральные числа $n$, для которых $n^2+2n+1$ делится на $n^2+2n+3$, а $n^2+2n+3$ делится на $n^2+2n+1$."
6-E2-3-L8-g678,6,8,535,"Геометрия, комбинаторика и логика","В клетки таблицы $5\times 5$ вписаны числа $1,2,\dots,25$ (каждое по одному разу). Докажите, что найдётся такая строка или столбец, сумма чисел в которой не меньше $65$."
6-A3-4-L8-g678,6,8,539,"Числа, делимость, НОД/НОК","На доске написано 100 различных натуральных чисел. Оказалось, что для любых двух из них, большее делится на меньшее. Какое наименьшее возможное значение может иметь наибольшее из этих чисел?"
10-G1-3-L8-gst2,10,8,540,"Логика, множества, функции и отображения","Пусть $A$ и $B$ — конечные множества, $|A|=m$, $|B|=n$. Функция $f:A\to B$ называется *сюръективной*, если каждый элемент $B$ имеет хотя бы один прообраз. Найдите количество сюръективных функций $f:A\to B$ в терминах $m$ и $n$."
7-C1-2-L8-g678,7,8,540,Функции и графики,"Найдите все линейные функции $f(x)=kx+b$, для которых при всех действительных $x$ выполняется равенство $f(f(x))=2x+3$. В ответе укажите сумму всех возможных значений $k$."
8-D3-5-L8-g678,8,8,541,Функции и графики,"На плоскости задана функция $f(x)=x^2+px+q$ с целыми коэффициентами $p$ и $q$. Известно, что график $y=f(x)$ пересекает оси координат в трёх различных целых точках (с целыми координатами). Докажите, что $p$ и $q$ не могут быть одновременно "
8-G1-1-L8-g678,8,8,541,"Комбинаторика, логика, инварианты","В классе 25 учеников. Каждый ученик посещает хотя бы один из трёх кружков: математический, физический или химический. Известно, что 15 учеников посещают математический кружок, 12 — физический, 10 — химический. При этом 6 учеников посещают и"
6-A2-2-L8-g678,6,8,542,"Числа, делимость, НОД/НОК","Найдите наименьшее натуральное число, которое делится на 11, а при делении на 2, 3, 4, 5, 6, 7, 8, 9, 10 даёт остаток 1."
11-C3-4-L8-gh3,11,8,544,Неравенства и оценки,"Найдите наименьшее значение выражения $\sqrt{x^2+y^2}+\sqrt{(x-1)^2+y^2}+\sqrt{x^2+(y-1)^2}+\sqrt{(x-1)^2+(y-1)^2}$ по всем вещественным $x,y$."
11-B1-4-L8-gf2,11,8,548,Олимпиадная задача,"В треугольнике KIA на стороне KI отметили точку V такую, что KI = = V A. Затем внутри треугольника отметили точку X такую, что угол XKI равен половине угла AV I, а угол XIK равен половине угла KV A. Пусть O — точка пересечения прямой AX и с"
8-F1-4-L8-g678,8,8,553,Теория чисел: остатки и диофантовы,"Найдите наименьшее натуральное число $n$, для которого не существует целых чисел $x$ и $y$, таких что $x^2 - y^2 = n$."
5-B3-38-L8-g,5,8,558,"Дроби, доли, проценты","У Пети есть 100 рублей. Он хочет купить несколько тетрадей по 8 рублей и несколько ручек по 12 рублей, потратив все деньги. Какое наибольшее количество предметов (тетрадей и ручек вместе) он может купить?"
6-B3-4-L8-g678,6,8,558,"Дроби, отношения, проценты","У Пети есть 10 кг сплава меди и цинка, в котором меди 40%. Он хочет получить сплав, в котором меди будет 60%. Сколько килограммов чистого олова ему нужно добавить? (Олово не реагирует с медью и цинком.)"
10-A2-L8-fill-0307,10,8,559,Показательные и логарифмические выражения,"Найдите все положительные числа $a$, для которых уравнение $4^x - 2^{x+1} + a = 0$ имеет ровно два различных корня."
7-C2-5-L8-g678,7,8,559,Функции и графики,"На рисунке изображены графики двух линейных функций $y=f(x)$ и $y=g(x)$ на отрезке $[0,5]$. График $f(x)$ проходит через точки $(0,2)$ и $(5,0)$, график $g(x)$ — через точки $(0,0)$ и $(5,3)$. Известно, что $f(x)$ и $g(x)$ — линейные функци"
7-B1-5-L8-g678,7,8,561,Линейные уравнения и системы,"Найдите все целые числа $x$, для которых значение выражения $\frac{2x+1}{x-2}$ является целым числом."
9-D1-4-L8-g911,9,8,567,Олимпиадная задача,"В-1 В кувшин залили 7 литров воды. Ровно через сутки в кувшин добавили 5 литров воды,
и эту операцию повторяли каждые очередные сутки. В промежутках между доливаниями из
кувшина успевали выпить ровно половину воды, имевшейся после предыдуще"
11-C1-1-L8-gh5,11,8,571,Неравенства и оценки,"Даны положительные числа $a$, $b$, $c$ такие, что $a^2 + b^2 + c^2 = 3$. Докажите, что $\frac{a}{b+c} + \frac{b}{c+a} + \frac{c}{a+b} \geq \frac{3}{2}$."
7-E3-1-L8-gh2,7,8,576,Делимость и остатки,"Существует ли такое простое число $p$, что числа $p+2$, $p+6$, $p+8$, $p+12$, $p+14$ также являются простыми? Если да, найдите все такие $p$."
6-B2-1-L8-g678,6,8,579,"Дроби, отношения, проценты","В магазине продаются две партии одинакового товара. В первой партии 100 единиц товара, во второй — 200 единиц. Цена за единицу товара в первой партии на 20% ниже, чем во второй. Продавец хочет продать весь товар, установив единую цену на ве"
8-C2-3-L8-g678,8,8,579,Системы и текстовые задачи,"Два велосипедиста стартуют одновременно из точек A и B навстречу друг другу. После встречи первый велосипедист прибывает в B через 16 минут, а второй — в A через 25 минут. Найдите отношение скоростей первого и второго велосипедистов."
8-C2-1-L8-gh2,8,8,583,Системы и текстовые задачи,"Два велосипедиста стартуют одновременно из одной точки круговой трассы длиной 10 км и едут в одном направлении. Первый велосипедист проезжает круг за 20 минут, второй — за 30 минут. Через какое минимальное время (в минутах) после старта они"
6-A1-2-L8-gh1,6,8,584,"Числа, делимость, НОД/НОК","Найдите все пары натуральных чисел $(a, b)$ такие, что $\text{НОД}(a, b) = 3$ и $\text{НОК}(a, b) = 180$. Докажите, что других пар нет."
10-E1-1-L8-g911,10,8,585,Теория чисел старшего уровня,"Найдите наименьшее натуральное число $n$ такое, что для любого простого числа $p$, не делящего $n$, выполнено $n^{p-1} \equiv 1 \pmod{p^2}$?"
11-C3-1-L8-gh3,11,8,585,Неравенства и оценки,"Найдите наименьшее значение выражения $\sqrt{x^2+1}+\sqrt{y^2+1}+\sqrt{z^2+1}$, где $x,y,z$ — действительные числа, удовлетворяющие условию $x+y+z=3$ и $xy+yz+zx=3$."
6-B3-3-L8-g678,6,8,585,"Дроби, отношения, проценты","В лаборатории есть два раствора: первый содержит 10% соли, второй – 30% соли. Лаборант хочет получить ровно 1 литр 25% раствора, используя эти два раствора и дистиллированную воду. Какое наименьшее количество второго раствора (в миллилитрах"
9-F4a-6,9,8,585,Геометрия треугольника и окружности,"В треугольнике $ABC$ точки $A_1$, $B_1$, $C_1$ — середины дуг $BC$, $CA$, $AB$ описанной окружности, не содержащих соответственно вершин $A$, $B$, $C$. Докажите, что прямые $AA_1$, $BB_1$, $CC_1$ пересекаются в одной точке."
8-B1-2-L8-g678,8,8,586,Неравенства и преобразования,"Найдите все целые $x$, для которых выражение $|x-1|+|x-2|+|x-3|+|x-4|+|x-5|$ принимает наименьшее значение."
5-C3-37-L8-g,5,8,587,Геометрия и измерения,"Можно ли разрезать квадрат $10\times10$ на пять прямоугольников $2\times3$ и один прямоугольник $1\times3$? Если да, приведите пример разрезания. Если нет, докажите, что это невозможно."
7-F2-1-L8-gh2,7,8,587,Комбинаторика и графы,"В некоторой стране 100 городов, некоторые пары соединены дорогами. Известно, что в любом наборе из 10 городов найдётся город, соединённый с остальными 9 городами этого набора. Какое минимальное количество дорог может быть в такой стране?"
8-G2-1-L8-g678,8,8,589,"Комбинаторика, логика, инварианты","На доске написаны числа 1, 2, …, 2024. Разрешается стереть любые два числа $a$ и $b$ и записать вместо них число $a+b+ab$. Какое наибольшее число может остаться на доске после 2023 таких операций?"
9-E3-5-L8-g911,9,8,589,Теория чисел,"Найдите все натуральные числа $n$, для которых число $n^4+4^n$ является простым."
7-E2-4-L8-g678,7,8,590,Делимость и остатки,"На доске написаны числа 1, 2, 3, …, 2024. За один ход можно взять два числа, записанных на доске, и заменить их на их сумму. После каждого хода количество чисел на доске уменьшается на 1. В конце, когда на доске останется одно число, его за"
10-G1-2-L8-gst2,10,8,591,"Логика, множества, функции и отображения","Существует ли такое множество $X$, состоящее из $2024$ различных натуральных чисел, что для любого непустого подмножества $Y \subseteq X$ сумма элементов $Y$ не является степенью двойки?"
6-D2-1-L8-gh1,6,8,592,Уравнения и текстовые задачи,"Из пункта A в пункт B выехал велосипедист. Одновременно из B в A выехал мотоциклист. Через 2 часа они встретились, и, не останавливаясь, продолжили движение каждый в своем направлении. Велосипедист прибыл в B на 3 часа позже, чем мотоциклис"
5-C1-2-L8-g5,5,8,593,Геометрия и измерения,"В квадрате $ABCD$ со стороной 6 см отметили точки $M$ и $N$ на сторонах $BC$ и $CD$ соответственно так, что $BM = 2$ см, $CN = 2$ см. Найдите площадь треугольника $AMN$."
9-F3-1-L8-g911,9,8,594,Олимпиадная задача,"На доске написано несколько натуральных чисел. Разрешается выбрать два числа $a$ и $b$, стереть их и записать число $\frac{ab}{a+b}$. Докажите, что если в конце осталось одно число, то оно не зависит от порядка операций. Найдите это число, "
11-G3-3-L8-gst2,11,8,597,"Комбинаторика, графы, логика","На шахматной доске 8×8 расставлены 8 ладей так, что они не бьют друг друга. Докажите, что можно выбрать 8 клеток, никакие две из которых не находятся в одной строке или одном столбце, и отметить их так, чтобы после удаления всех ладей и все"
7-C3-5-L8-g678,7,8,598,Функции и графики,"На координатной плоскости нарисован график функции $y = x^2 - 4x + 3$. Сколько существует различных прямых, параллельных оси $Ox$, которые пересекают этот график ровно в одной точке?"
5-E3-38-L8-g,5,8,601,Комбинаторика и логика,"У Пети есть 10 монет, среди которых ровно одна фальшивая (легче настоящей). Есть чашечные весы без гирь. Петя хочет найти фальшивую монету за наименьшее количество взвешиваний. Какое наименьшее количество взвешиваний ему потребуется? Докажи"
8-E3-2-L8-g678,8,8,606,Геометрия: подобие и окружность,"Окружность с центром $O$ касается прямой $l$ в точке $A$. На окружности выбрана точка $B$ такая, что $AB$ — хорда. Касательная к окружности в точке $B$ пересекает прямую $l$ в точке $C$. Докажите, что $CA = CB$."
6-B3-1-L8-g678,6,8,608,"Дроби, отношения, проценты","В трёх банках находятся смеси соли и воды. В первой банке концентрация соли равна $10\%$, во второй — $20\%$, в третьей — $30\%$. Из каждой банки взяли некоторое количество смеси, перемешали и получили новую смесь массой $1$ кг с концентрац"
7-B2-1-L8-g678,7,8,613,Линейные уравнения и системы,"Найдите все тройки целых чисел $(x, y, z)$, удовлетворяющие системе:
$$
\begin{cases}
x + y + z = 0, \\
x^3 + y^3 + z^3 = 0.
\end{cases}
$$"
5-B3-40-L8-g,5,8,615,"Дроби, доли, проценты","У Пети есть 100 рублей. Он хочет купить несколько шоколадок по 15 рублей и несколько булочек по 10 рублей, потратив все деньги. Какое наибольшее количество шоколадок он может купить?"
7-F2-5-L8-g678,7,8,615,Комбинаторика и графы,"В городе есть 10 домов. Некоторые пары домов соединены дорогами с односторонним движением. Известно, что для любых двух домов A и B (A ≠ B) есть ровно один маршрут из A в B, не проходящий ни через один дом дважды. Сколько всего дорог в горо"
6-A1-4-L8-g678,6,8,616,"Числа, делимость, НОД/НОК","Найдите наименьшее натуральное число, которое делится на 6, 10 и 15, но не делится на 4, 9 и 25."
8-C1-2-L8-gh5,8,8,616,Системы и текстовые задачи,"Найдите все тройки натуральных чисел $(x, y, z)$, удовлетворяющие системе уравнений: $\begin{cases} x + y + z = 18 \\ xy + yz + zx = 107 \\ xyz = 210 \end{cases}$."
11-B2-6-L8-gf,11,8,617,Олимпиадная задача,"Найдите количество пар натуральных чисел $m$ и $n$, удовлетворяющих равенству $\frac{1}{m} + \frac{1}{n} = \frac{1}{2020}$."
11-B3-3-L8-g911,11,8,619,Олимпиадная задача,"Положительные числа x, y, z таковы, что xy + yz + zx = 6. Верно ли, что 1 1 1 1 $\sqrt$ + $\sqrt$ + $\sqrt \le$? 2 2 2 xyz 2 2 + x (y + z) 2 2 + y (x + z) 2 2 + z (x + y)"
11-G1-1-L8-gh4,11,8,619,"Комбинаторика, графы, логика","Найдите количество способов расставить числа 1, 2, ..., 10 в клетках таблицы $2\times5$ (две строки, пять столбцов) так, чтобы в каждой строке числа возрастали слева направо, а в каждом столбце числа возрастали сверху вниз."
10-B2-2-L8-gfin,10,8,620,Тригонометрия,Решите уравнение: $\sin^4 x + \cos^4 x = \frac{1}{2} \sin 2x$.
7-C3-3-L8-g678,7,8,621,Функции и графики,"На плоскости нарисованы графики функций $y=x^2$ и $y=ax+b$. Известно, что эти графики пересекаются в двух точках, одна из которых лежит на прямой $x=1$, а другая — на прямой $x=2$. Найдите все пары чисел $(a,b)$, при которых это возможно, и"
8-E3-L8-fill-0149,8,8,623,Геометрия: подобие и окружность,"В треугольнике $ABC$ проведена биссектриса $AD$. Окружность, проходящая через точки $A$, $B$ и $D$, пересекает сторону $AC$ в точке $E$. Окружность, проходящая через точки $A$, $C$ и $D$, пересекает сторону $AB$ в точке $F$. Докажите, что т"
11-A3-3-L8-gh5,11,8,626,"Многочлены, последовательности, функциональные уравнения","Последовательность $a_n$ задана рекуррентно: $a_1 = 1$, $a_{n+1} = \frac{a_n}{1 + a_n^2}$ для всех $n \ge 1$. Докажите, что $\lim_{n\to\infty} a_n \sqrt{n} = \frac{1}{\sqrt{2}}$."
6-B3-2-L8-g678,6,8,626,Олимпиадная задача,"На доске написаны числа $1,2,\dots,100$. За один ход можно выбрать два числа $a$ и $b$, стереть их и записать число $a+b+ab$. Какое наибольшее число может остаться на доске после $99$ ходов?"
6-C2-3-L8-g678,6,8,628,Целые числа и координаты,"На координатной прямой отмечены точки $A$, $B$, $C$ и $D$ с целыми координатами, причем $A<B<C<D$. Известно, что $AB=BC=CD=1$ и произведение координат точек $A$, $B$, $C$, $D$ равно $0$. Какое наименьшее возможное значение суммы координат э"
8-C2-1-L8-gh4,8,8,629,Системы и текстовые задачи,"Из пункта A в пункт B выехал велосипедист. Одновременно с ним из пункта B в пункт A выехал мотоциклист. Через 1 час после их встречи велосипедист прибыл в пункт B, а мотоциклист через 4 часа после встречи прибыл в пункт A. Найдите отношение"
10-G1-1-L8-gst2,10,8,634,"Логика, множества, функции и отображения","Даны множества $A = \{1,2,3,4,5,6,7,8\}$ и $B = \{1,2,3,4,5,6,7,8\}$. Сколько существует различных функций $f: A \to B$, таких что $f(f(x)) = x$ для всех $x \in A$ и $f(x) \neq x$ для всех $x \in A$?"
7-E3-1-L8-g678,7,8,636,Делимость и остатки,"Найдите все простые числа $p$ такие, что числа $p+2$ и $p+4$ также простые."
6-C3-3-L8-g678,6,8,639,Целые числа и координаты,"На координатной плоскости отмечены точки с целыми координатами. Петя хочет отметить все точки $(x,y)$ такие, что $|x|+|y| \leq 4$. Затем он хочет провести прямую линию, не проходящую через отмеченные точки, которая делит множество отмеченны"
10-A2-2-L8-g911,10,8,642,Показательные и логарифмические выражения,"Решите уравнение $4^x - 2^{x+1} - 3 = 0$ в целых числах. Если корней несколько, в ответе укажите их сумму."
7-B1-1-L8-g678,7,8,646,Линейные уравнения и системы,"Найдите все целые числа $x$, для которых число $\frac{2x+1}{x-3}$ является целым."
8-A3-3-L8-gh5,8,8,647,Квадратные уравнения и теорема Виета,"Найдите все значения параметра $a$, при которых уравнение $x^2 + (a-2)x + a = 0$ имеет два различных целых корня."
11-C1-4-L8-gh5,11,8,649,Неравенства и оценки,"Для положительных чисел $a$, $b$, $c$ докажите неравенство: $$\frac{a}{b+c} + \frac{b}{c+a} + \frac{c}{a+b} \ge \frac{3}{2}.$$ Определите, при каких $a$, $b$, $c$ достигается равенство."
8-D2-L8-fill-0148,8,8,650,Функции и графики,"Найдите все значения параметра $a$, при которых уравнение $|x-2| + |x+3| = a$ имеет ровно два различных корня."
11-G3-1-L8-gst2,11,8,651,"Комбинаторика, графы, логика","На доске написаны числа $1,2,\dots,100$. За один ход можно выбрать любые два числа $a$ и $b$ и заменить их на число $a+b+ab$. Какое наименьшее количество ходов нужно сделать, чтобы получить на доске ровно одно число?"
5-B3-39-L8-g,5,8,652,"Дроби, доли, проценты","У Пети есть 100 монет, среди которых ровно одна фальшивая (легче настоящей). За одно взвешивание на чашечных весах без гирь он может взвешивать любую группу монет. Петя хочет за наименьшее число взвешиваний гарантированно найти фальшивую мо"
9-C5-15,9,8,655,Теория чисел,"Пусть $P(x)$ — многочлен с целыми коэффициентами степени $n\geqslant 2$. Известно, что для некоторого натурального $k$ выполнены равенства:
$P(k)=k+2025,\quad P(k+1)=k+2026,\quad P(k+2)=k+2027.$
Докажите, что $P(-1)\equiv 2 \pmod{6}$."
10-G1-L8-fill-0300,10,8,656,"Логика, множества, функции и отображения","Найдите количество подмножеств множества $\{1,2,\dots,100\}$, которые не содержат двух последовательных чисел."
7-A3-1-L8-gh2,7,8,656,"Выражения, степени, многочлены","Разложите многочлен $x^4 + 4x^3 + 6x^2 + 4x + 1$ на множители с целыми коэффициентами. Докажите, что полученное разложение единственно с точностью до порядка множителей и умножения на $-1$."
9-G1-2-L8-gstub,9,8,656,"Логика, инварианты, стратегии","На доске написаны числа 1, 2, ..., 100. За один ход можно выбрать любые два числа $a$ и $b$ и заменить их на число $a+b+ab$. Докажите, что в результате всех ходов на доске останется одно число, и оно не зависит от порядка ходов. Найдите это"
6-E3-4-L8-g678,6,8,657,"Геометрия, комбинаторика и логика","На доске написаны числа 1, 2, 3, 4, 5. За один ход можно выбрать два числа и заменить их на их сумму и разность (например, из чисел $a$ и $b$ можно получить $a+b$ и $|a-b|$). Можно ли за несколько ходов получить набор чисел, состоящий из че"
5-B1-5-L8-g5,5,8,658,"Дроби, доли, проценты","У Пети было несколько орехов. Он разделил их на три кучки. В первой кучке оказалось $\frac{1}{4}$ всех орехов, во второй — $\frac{1}{3}$ остатка, а в третьей — $\frac{3}{5}$ нового остатка. После этого осталось 6 орехов. Сколько орехов было"
10-B1-2-L8-g911,10,8,659,Тригонометрия,"Найдите наименьшее значение выражения $\frac{\sin^3 x + \cos^3 x}{\sin x + \cos x}$ для всех $x$, при которых знаменатель не равен нулю."
8-B1-L8-fill-0157,8,8,661,Неравенства и преобразования,"Найдите наименьшее значение выражения $|x-1|+|x-2|+|x-3|+|x-4|+|x-5|$, где $x$ — действительное число."
9-F1-1-L8-g911,9,8,662,Олимпиадная задача,"На клетчатой бумаге отмечены все узлы (точки пересечения линий) квадрата $8\times 8$. Какое наименьшее количество отрезков с концами в этих узлах нужно провести, чтобы каждый узел был концом хотя бы одного отрезка? Отрезки могут пересекатьс"
8-A1-3-L8-g678,8,8,663,Олимпиадная задача,"Петя и Вася играют на доске 10 $\times$ 10, исходно покрашенной в белый цвет. Они по очереди перекрашивают по одной клетке доски: Петя — в красный цвет, Ва- ся — в синий цвет. Начинает Петя; игра заканчивается, когда все клетки доски будут "
8-D1-4-L8-g678,8,8,664,Функции и графики,"Найдите все значения параметра $a$, при которых уравнение $x^2 - 2ax + a^2 - 1 = 0$ имеет два различных корня, и каждый из них принадлежит отрезку $[-2; 3]$."
5-B1-3-L8-g5,5,8,666,"Дроби, доли, проценты","У Пети есть 1 кг яблок. Он хочет разделить их на несколько кучек так, чтобы в каждой кучке было не более 200 г, а количество кучек было наименьшим возможным. Сколько кучек получится?"
