id,grade,level,families,solution_len,answer,task_text
9-H2-2,9,8,quadratic_basic,3790,"a=3, b=-1, x_1=x_2=1","Дана функция $f(x)=x^3-3x^2+ax+b$, где $a$ и $b$ — действительные числа. Известно, что касательная к графику $f$ в точке $x_0=1$ пересекает график $f$ ещё в двух точках с абсциссами $x_1$ и $x_2$, причём $x_1$ и $x_2$ — корни уравнения $f(x)=0$. Найдите все значения $a$ и $b$, при которых это возмож"
9-H2-24,9,8,quadratic_basic,3530,таких a не существует,"Дана функция $f(x)=x^3-3x^2+1$. Найдите все значения параметра $a$, при которых уравнение $f(f(x))=a$ имеет ровно 9 различных действительных корней."
9-E1-4,9,6,gcd_lcm_basic,4220,$6$,"На уроке физкультуры 25 учеников встали в круг. Каждый из них назвал натуральное число $a_i$ (возможно, совпадающее с другими). Известно, что для любых двух соседей $i$ и $i+1$ (по часовой стрелке) выполняется условие: наибольший общий делитель $\text{НОД}(a_i, a_{i+1})$ равен 1, а для любых трёх по"
9-D1b-15,9,7,quadratic_basic,920,"Все такие числа имеют вид $k_n=n^2-nm+m^2-2$, где $m\in\mathbb Z$, $m
e n/2$, и дополнительно $k_n\ge1$.","Дана бесконечная последовательность квадратных трёхчленов: $P_n(x)=x^2+(n+2)x+(n^2+n-1),$ где $n$ — натуральное число. Докажите, что для каждого $n$ найдётся такое целое число $k_n\ge 1$, что уравнение $P_n(x)=k_n$ имеет ровно два различных целых корня. Найдите все такие $k_n$ в зависимости от $n$."
9-C5-1,9,8,quadratic_basic,1299,Многочлен $P(x)=x^2+ax+b$ имеет целый корень.,"Дан многочлен $P(x)=x^2+ax+b$ с целыми коэффициентами. Известно, что для любого простого числа $p$ найдётся такое целое число $m$, что $P(m)$ делится на $p$. Докажите, что многочлен $P(x)$ имеет целый корень."
9-E2-3-L7-g911,9,7,quadratic_basic,808,"$(1,4)$, $(4,1)$, $(2,3)$, $(3,2)$, $(0,-1)$, $(-1,0)$, $(2,0)$, $(0,2)$","Найдите все целые числа $x$ и $y$, удовлетворяющие уравнению $x^2 + y^2 = 3(x + y) + 2$."
9-E2-4-L7-g911,9,7,quadratic_basic,704,"$(x,y,z)=(1,1,1)$","Найдите все тройки натуральных чисел $(x, y, z)$ такие, что $x^2 + 2y^2 = 3z^2$ и $x$, $y$, $z$ попарно взаимно просты."
9-D1b-13,9,7,quadratic_basic,1433,Не существует,"Существует ли такая бесконечная последовательность натуральных чисел $a_1, a_2, a_3, \dots$, что для любого $n \geq 1$ многочлен $P_n(x) = x^4 + a_n x^3 + a_n x^2 + a_n x + 1$ является квадратом некоторого многочлена с целыми коэффициентами? Если да, приведите пример такой последовательности и докаж"
9-E1-1-L3-g,9,3,handshake,55,$21$,На встрече $7$ человек обменялись рукопожатиями (каждый с каждым). Сколько всего рукопожатий?
9-E1-2-L3-g,9,3,handshake,55,$28$,На встрече $8$ человек обменялись рукопожатиями (каждый с каждым). Сколько всего рукопожатий?
9-E1-3-L3-g,9,3,handshake,55,$15$,На встрече $6$ человек обменялись рукопожатиями (каждый с каждым). Сколько всего рукопожатий?
9-E1-4-L4-g,9,4,handshake,55,$36$,На встрече $9$ человек обменялись рукопожатиями (каждый с каждым). Сколько всего рукопожатий?
9-F11-17,9,8,domino_tiling,1153,$36$,"Дан квадратный лист бумаги 10×10. Таня хочет разрезать его на несколько фигур, каждая из которых является либо квадратом 1×1, либо прямоугольником 2×1 (доминошкой). Какое наибольшее количество доминошек может быть в таком разрезании, если известно, что никакие два прямоугольника не примыкают друг к "
9-C4-3-g,9,1,gcd_lcm_basic,213,$1$,Найдите наибольший общий делитель чисел $902$ и $807$.
9-C4-4-g,9,1,gcd_lcm_basic,74,$1326$,Найдите наименьшее общее кратное чисел $39$ и $34$.
9-C4-5-g,9,1,gcd_lcm_basic,73,$696$,Найдите наименьшее общее кратное чисел $24$ и $29$.
9-C4-6-g,9,1,gcd_lcm_basic,74,$1845$,Найдите наименьшее общее кратное чисел $45$ и $41$.
9-C4-7-g,9,1,gcd_lcm_basic,368,$1$,Найдите наибольший общий делитель чисел $574$ и $999$.
9-C4-10-g,9,2,gcd_lcm_basic,313,$1$,Найдите наибольший общий делитель чисел $916$ и $515$.
9-C4-11-g,9,2,gcd_lcm_basic,290,$2$,Найдите наибольший общий делитель чисел $746$ и $264$.
9-C4-12-g,9,2,gcd_lcm_basic,231,$1$,Найдите наибольший общий делитель чисел $347$ и $100$.
9-C4-13-g,9,2,gcd_lcm_basic,71,$88$,Найдите наименьшее общее кратное чисел $22$ и $8$.
9-C4-14-g,9,2,gcd_lcm_basic,265,$1$,Найдите наибольший общий делитель чисел $367$ и $484$.
9-C4-15-g,9,2,gcd_lcm_basic,230,$1$,Найдите наибольший общий делитель чисел $92$ и $373$.
9-C4-16-g,9,2,gcd_lcm_basic,337,$2$,Найдите наибольший общий делитель чисел $554$ и $434$.
9-C4-17-g,9,2,gcd_lcm_basic,72,$294$,Найдите наименьшее общее кратное чисел $49$ и $6$.
9-C4-18-g,9,2,gcd_lcm_basic,209,$1$,Найдите наибольший общий делитель чисел $947$ и $104$.
9-C4-19-g,9,2,gcd_lcm_basic,73,$273$,Найдите наименьшее общее кратное чисел $21$ и $39$.
9-C4-8-g,9,2,gcd_lcm_basic,73,$464$,Найдите наименьшее общее кратное чисел $16$ и $29$.
9-C4-9-g,9,2,gcd_lcm_basic,72,$441$,Найдите наименьшее общее кратное чисел $9$ и $49$.
9-C4-1-g,9,4,gcd_lcm_basic,60,$63$,Найдите наименьшее общее кратное чисел $9$ и $7$.
9-C4-2-g,9,4,gcd_lcm_basic,61,$24$,Найдите наименьшее общее кратное чисел $8$ и $12$.
9-E14-12,9,7,gcd_lcm_basic,8760,$45$,Натуральные числа от 1 до 2025 выписаны в строку в некотором порядке. Для каждой пары соседних чисел посчитали наибольший общий делитель. Какое минимальное возможное количество различных значений среди всех этих НОД?
9-H2-25,9,7,quadratic_basic,572,"$P(2017)=8181353378$; простые среди $P(4),\l\dots,P(10)$ — только $11$ и $67$.","Дан многочлен $P(x)=x^3+ax^2+bx+c$ с целыми коэффициентами, причём $P(1)=2$, $P(2)=3$, $P(3)=4$. Докажите, что среди чисел $P(4), P(5), \l\dots, P(10)$ ровно два являются простыми, и найдите $P(2017)$."
9-G1-1-L1-g3,9,1,domino_tiling,43,$15$,Прямоугольник $5\times6$ разрезали на доминошки. Какое минимальное число доминошек?
9-G1-2-L1-g3,9,1,domino_tiling,30,Нельзя,Можно ли прямоугольник $5\times3$ разрезать на доминошки?
9-G1-3-L1-g3,9,1,domino_tiling,29,Нельзя,Можно ли прямоугольник $3\times3$ разрезать на доминошки?
9-G1-4-L1-g3,9,1,domino_tiling,43,$12$,Прямоугольник $6\times4$ разрезали на доминошки. Какое минимальное число доминошек?
9-G1-5-L1-g3,9,1,domino_tiling,43,$15$,Прямоугольник $6\times5$ разрезали на доминошки. Какое минимальное число доминошек?
9-G1-2-L2-g4,9,2,domino_tiling,54,Нельзя,Можно ли доску $69\times69$ покрыть доминошками $1\times2$ без наложений и разрывов?
9-G1-4-L2-g4,9,2,domino_tiling,42,$2211$,Прямоугольник $66\times67$ разрезали на доминошки. Сколько доминошек получилось?
9-G1-5-L2-g4,9,2,domino_tiling,59,Нельзя,Можно ли доску $70\times70$ с одной вырезанной угловой клеткой покрыть доминошками?
9-G1-2-L3-g4,9,3,domino_tiling,54,Нельзя,Можно ли доску $71\times71$ покрыть доминошками $1\times2$ без наложений и разрывов?
9-G1-4-L3-g4,9,3,domino_tiling,59,Нельзя,Можно ли доску $72\times72$ с одной вырезанной угловой клеткой покрыть доминошками?
9-G1-5-L3-g4,9,3,domino_tiling,42,$2415$,Прямоугольник $69\times70$ разрезали на доминошки. Сколько доминошек получилось?
9-G1-1-L4-g4,9,4,domino_tiling,42,$2628$,Прямоугольник $72\times73$ разрезали на доминошки. Сколько доминошек получилось?
9-G1-2-L4-g4,9,4,domino_tiling,54,Нельзя,Можно ли доску $75\times75$ покрыть доминошками $1\times2$ без наложений и разрывов?
9-G1-3-L4-g4,9,4,domino_tiling,59,Нельзя,Можно ли доску $76\times76$ с одной вырезанной угловой клеткой покрыть доминошками?
9-G1-1-L5-g4,9,5,domino_tiling,59,Нельзя,Можно ли доску $78\times78$ с одной вырезанной угловой клеткой покрыть доминошками?
9-G1-3-L5-g4,9,5,domino_tiling,42,$2850$,Прямоугольник $75\times76$ разрезали на доминошки. Сколько доминошек получилось?
9-G1-5-L5-g4,9,5,domino_tiling,54,Нельзя,Можно ли доску $77\times77$ покрыть доминошками $1\times2$ без наложений и разрывов?
9-G3-5-L6-gstub,9,6,chocolate_game_1xn,14,второй,Двое ломают шоколадку $25\times1$. Выигрывает последний разлом. Кто?
10-F2-12,10,3,fraction_of_number,126,"$PD=12, CD=16$; $\triangle APC\sim\triangle DPB$, $\d\frac{AC}{DB}=\dfrac12$","Две хорды $AB$ и $CD$ окружности пересекаются в точке $P$ внутри окружности. Известно, что $AP=6$, $PB=8$, а $PC=4$.

а) Найдите $PD$ и длину хорды $CD$.

б) Докажите, что треугольники $APC$ и $DPB$ подобны, и найдите отношение $\d\frac{AC}{DB}$, если дополнительно известно, что $AC=5$."
10-F2-17,10,4,fraction_of_number,118,Доказано: $\angle PTA=\angle PBT$ и $\d\frac{TA}{TB}=\sqrt{\d\frac{PA}{PB}}$,"Из внешней точки $P$ к окружности проведена касательная $PT$ ($T$ — точка касания) и секущая, пересекающая окружность в точках $A$ и $B$ ($A$ между $P$ и $B$).

Докажите, что $PT$ — касательная тогда и только тогда, когда $\angle PTA=\angle PBT$, и что в этом случае $\d\frac{TA}{TB}=\sqrt{\d\frac{PA"
10-A1-4-L8-gh3,10,8,quadratic_basic,1146,"($\pm$ 3/5, $\pm$ 1/5)","Решите систему: $x^2 $+$y^2 $− xy − 81 $\leq$ 18, 360 + 40x − 400 $y^2 $+ 81 $x^4 $− 18 $x^2y^2 $+$y^4 $ = 0."
10-A2-24-L5-g2,10,5,quadratic_basic,724,да,"2. Числа d и e — корни квадратного трёхчлена a $x^2 $ +bx+c. Могло ли так получиться, что a,
b, c, d, e — это подряд идущие целые числа в некотором порядке?"
10-A3-2-L7-gh3,10,7,quadratic_basic,1583,$x \in [3; +\infty)$,Решите неравенство: $\log_{2}(x^2-3x+2) \leq \log_{2}(x-1) + 1$.
10-A3-2-L8-gtop2,10,8,quadratic_basic,4004,$\pm\sqrt{3}$,Решите уравнение $\log_{2}(x^2+1) + \log_{3}(x^2+1) = \log_{2}(x^2+1) \cdot \log_{3}(x^2+1)$.
10-B1-3-L6-g911,10,6,fraction_of_number,84,$80$ руб.,"У Васи было $240$ рублей. Сначала он потратил $\d\frac{1}{2}$ всех денег, а затем $\d\frac{1}{3}$ остатка. Сколько рублей осталось?"
10-A2-1-L4-g,10,4,quadratic_basic,95,$25$,"Корни $x_1, x_2$ уравнения $x^2-1x-12=0$. Найдите $x_1^2+x_2^2$."
10-A2-2-L4-g,10,4,quadratic_basic,97,$68$,"Корни $x_1, x_2$ уравнения $x^2+6x-16=0$. Найдите $x_1^2+x_2^2$."
10-A2-3-L4-g,10,4,quadratic_basic,95,$32$,"Корни $x_1, x_2$ уравнения $x^20x-16=0$. Найдите $x_1^2+x_2^2$."
10-A2-4-L4-g,10,4,quadratic_basic,95,$74$,"Корни $x_1, x_2$ уравнения $x^2-12x+35=0$. Найдите $x_1^2+x_2^2$."
10-A2-5-L4-g,10,4,quadratic_basic,95,$58$,"Корни $x_1, x_2$ уравнения $x^2-10x+21=0$. Найдите $x_1^2+x_2^2$."
10-B2-1-L6-g911,10,6,fraction_of_number,128,$18$ руб.,"У Васи было $72$ рублей. Сначала он потратил $\d\frac{2}{8}$ всех денег, а затем $\d\frac{2}{3}$ остатка. Сколько рублей осталось?"
10-B2-2-L6-g911,10,6,fraction_of_number,128,$89$ руб.,"У Васи было $267$ рублей. Сначала он потратил $\d\frac{2}{4}$ всех денег, а затем $\d\frac{2}{6}$ остатка. Сколько рублей осталось?"
10-C5a-23,10,6,quadratic_basic,3968,нет таких k,"Даны числа $a, b, c$ — корни многочлена $x^3 - kx^2 + 5x - 1 = 0$, причём $k$ — натуральное число. Известно, что $a, b, c$ — целые числа. Найдите все возможные значения $k$ и соответствующие тройки $(a, b, c)$."
10-B3-3-L2-gtop2,10,2,fraction_of_number,48,$1$,Вычислите значение выражения $\d\frac{4}{6}+\d\frac{2}{6}$.
10-C1-14,10,3,fraction_of_number,39,$3$,"Ненулевые действительные числа $x,y,z$ удовлетворяют условию $x+y+z=0$. Найдите все возможные значения выражения $\d\frac{x^3+y^3+z^3}{xyz}$."
10-A2-10-L5-g,10,5,fraction_of_number,95,$\d\frac{15}{28}$,Найдите значение произведения $\prod_{k=2}^{14}\left(1-\d\frac{1}{k^2}\right)$.
10-A2-11-L5-g,10,5,fraction_of_number,95,$\d\frac{21}{40}$,Найдите значение произведения $\prod_{k=2}^{20}\left(1-\d\frac{1}{k^2}\right)$.
10-A2-12-L5-g,10,5,fraction_of_number,95,$\d\frac{13}{25}$,Найдите значение произведения $\prod_{k=2}^{25}\left(1-\d\frac{1}{k^2}\right)$.
10-A2-13-L5-g,10,5,fraction_of_number,94,$\d\frac{7}{12}$,Найдите значение произведения $\prod_{k=2}^{6}\left(1-\d\frac{1}{k^2}\right)$.
10-A2-14-L5-g,10,5,fraction_of_number,93,$\d\frac{4}{7}$,Найдите значение произведения $\prod_{k=2}^{7}\left(1-\d\frac{1}{k^2}\right)$.
10-B3-1-L6-gh3,10,6,fraction_of_number,83,$90$ руб.,"У Васи было $240$ рублей. Сначала он потратил $\d\frac{1}{4}$ всех денег, а затем $\d\frac{1}{2}$ остатка. Сколько рублей осталось?"
10-B3-2-L6-g911,10,6,fraction_of_number,80,$20$ руб.,"У Васи было $60$ рублей. Сначала он потратил $\d\frac{1}{3}$ всех денег, а затем $\d\frac{1}{2}$ остатка. Сколько рублей осталось?"
10-C6-22,10,6,quadratic_basic,641,$2$,"Пусть $P(x) = x^3 + ax^2 + bx + c$, где $a, b, c \in \mathbb{Z}$. Известно, что $P(1) = 1$, $P(2) = 2$, $P(3) = 3$, а $P(4) = 0$. Найдите все возможные значения $P(5)$."
10-C5a-21,10,7,quadratic_basic,6729,"p = r = -3, q = s = 0 (или p = r = 3, q = s = 0, но тогда a+b=3, не подходит по сумме корней -6; проверка: при p=3,q=0, ","Даны два квадратных трехчлена с целыми коэффициентами: $P(x)=x^2+px+q$ и $Q(x)=x^2+rx+s$. Известно, что уравнения $P(x)=0$ и $Q(x)=0$ имеют ровно два общих корня (возможно, комплексных), причем эти корни различны. Кроме того, у многочлена $P(Q(x))$ дискриминант равен $(p^2-4q)^2$. Найдите все возмож"
10-C1-1-L6-gh3,10,6,quadratic_basic,642,$a = \pm 2$,"Найдите все значения параметра $a$, при которых система неравенств $\begin{cases} x^2 + y^2 \leq 4 \\ y \geq |x - a| \end{cases}$ имеет единственное решение."
10-C1-21,10,6,quadratic_basic,1466,"$(x, y, z) \in \mathbb{Z}^3$, где $x = y + z$, или $y = x + z$, или $z = x + y$, или $x + y + z = 0$.","Найдите все тройки целых чисел $(x, y, z)$, удовлетворяющие уравнению $(x^2 + y^2 + z^2)^2 = 4(x^2 y^2 + y^2 z^2 + z^2 x^2).$"
10-C1-23,10,6,quadratic_basic,729,$x+y+z=1$,"Найдите все тройки действительных чисел $(x, y, z)$, для которых выполнено равенство:
$x^2 + y^2 + z^2 + 2xy + 2yz + 2zx = 2(x+y+z) - 1.$"
10-C5a-25,10,6,quadratic_basic,991,Таких значений $a$ и $b$ не существует.,"Пусть $x_1, x_2, x_3$ — корни многочлена $P(x) = x^3 - 6x^2 + ax + b$, причём $x_1$, $x_2$, $x_3$ — целые числа. Известно, что $\frac{1}{x_1} + \frac{1}{x_2} + \frac{1}{x_3} = \frac{1}{2}$ и $x_1^2 + x_2^2 + x_3^2 = 22$. Найдите все возможные значения параметров $a$ и $b$."
10-C1-2-L7-gh3,10,7,quadratic_basic,428,$a \in (-\sqrt{2}; \sqrt{2})$,"При каких значениях параметра $a$ система уравнений
$$\begin{cases} x^2 + y^2 = 1, \\ x + y = a \end{cases}$$
имеет ровно два различных решения?"
10-C1-25,10,7,quadratic_basic,1636,"$(0,0,0)$","Найдите все целые числа $x$, $y$ и $z$ такие, что $(x^2 + 3y^2 + 9z^2)^2 = 4(x^3y + 3y^3z + 9z^3x + xy^2).$"
10-C4-22,10,7,quadratic_basic,795,$-2\sqrt5<k<2\sqrt5$,"Найдите все значения параметра $k$, при которых система
$
\begin{cases}
x+y=k,\\
x^2+y^2=10
\end{cases}
$
имеет ровно два различных действительных решения $(x,y)$."
10-C1-2-L8-gh5,10,8,quadratic_basic,2243,$a = 1$,"Найдите все значения параметра $a$, при которых система уравнений
$$
\begin{cases}
y = x^2 - 2x + a, \\
y = \sqrt{x^2 - 2x + a}
\end{cases}
$$
имеет ровно два различных решения."
10-C2-1-L1-gstub,10,1,fraction_of_number,48,$1$,Вычислите $\d\frac{1}{3}+\d\frac{4}{6}$.
10-C2-2-L1-gstub,10,1,fraction_of_number,46,$1$,Вычислите $\d\frac{2}{3}+\d\frac{1}{3}$.
10-C2-3-L1-gstub,10,1,fraction_of_number,48,$1$,Вычислите $\d\frac{4}{6}+\d\frac{1}{3}$.
10-C2-1-L2-gstub,10,2,fraction_of_number,48,$1$,Вычислите $\d\frac{2}{6}+\d\frac{2}{3}$.
10-C2-2-L2-gstub,10,2,fraction_of_number,48,$1$,Вычислите $\d\frac{4}{8}+\d\frac{2}{4}$.
10-C2-3-L2-gstub,10,2,fraction_of_number,48,$1$,Вычислите $\d\frac{3}{4}+\d\frac{1}{4}$.
10-C2-4-L2-gstub,10,2,fraction_of_number,48,$1$,Вычислите $\d\frac{4}{6}+\d\frac{2}{6}$.
10-C2-5-L2-gstub,10,2,fraction_of_number,46,$1$,Вычислите $\d\frac{1}{3}+\d\frac{2}{3}$.
10-G6-7-g,10,4,fraction_of_number,66,$26$,Для $x>0$ найдите наименьшее значение $x+\d\frac{169}{x}$.
10-D1-7,10,2,gcd_lcm_basic,56,"$\gcd(2n+3,n+1)=1$ для всех $n$.",Найдите наибольший общий делитель чисел $2n+3$ и $n+1$ для произвольного целого $n$.
10-C4-1-g,10,4,gcd_lcm_basic,59,$6$,Найдите наименьшее общее кратное чисел $3$ и $2$.
10-C4-2-g,10,4,gcd_lcm_basic,59,$4$,Найдите наименьшее общее кратное чисел $2$ и $4$.
10-C4-3-g,10,4,gcd_lcm_basic,61,$66$,Найдите наименьшее общее кратное чисел $11$ и $6$.
10-C6-24,10,6,quadratic_basic,2686,Многочлен не имеет рациональных корней.,"Дан многочлен с целыми коэффициентами $P(x) = x^4 + a_3 x^3 + a_2 x^2 + a_1 x + a_0,$ где $|a_0| > 1.$ Известно, что если $\alpha$ — корень $P(x),$ то и $\alpha + 1$ — корень $P(x).$ Докажите, что многочлен не имеет рациональных корней."
10-C3-1-L8-gh3,10,8,quadratic_basic,363,2,"Найдите наименьшее значение выражения $\frac{x^2+y^2}{xy}$ для положительных чисел $x$ и $y$, удовлетворяющих неравенству $x^3+y^3 \leq 2$."
10-C3-2-L8-gh3,10,8,quadratic_basic,4218,$a = \sqrt{2}$ или $a = -\sqrt{2}$,"Найдите все значения параметра $a$, при которых система неравенств
$$
\begin{cases}
x^2 + y^2 \leq a^2, \\
(x - a)^2 + (y - a)^2 \leq 4
\end{cases}
$$
имеет единственное решение $(x, y)$."
10-C3-3-L8-gh3,10,8,quadratic_basic,532,"$(2,2)$","Найдите все пары целых чисел $(x, y)$, удовлетворяющие неравенству $x^2 + y^2 \leq 2x + 2y$ и условию, что $x^2 + y^2$ принимает наибольшее возможное значение."
10-D1-1-L6-g911,10,6,gcd_lcm_basic,94,$1$,Найдите наибольший общий делитель чисел $2^{26}-1$ и $2^{29}-1$.
10-D1-3-L8-g911,10,8,quadratic_basic,1166,"$(19/4, 17/8)$","Решите систему уравнений x + p x + 2y -2y = 7 2, $x^2 $+ x + 2y -4 $y^2 $ = 27 2."
10-D3-5-L8-g911,10,8,quadratic_basic,1207,"$-1,75$","При каком значении параметра c найдётся такой угол $\alpha$, что числа sin $\alpha$ и cos $\alpha$ являются корнями квадратного уравнения 8 $x^2 $ + 6x + c = 0?"
10-C5a-24,10,7,quadratic_basic,1802,Нет таких целых a,"Пусть $x_1$ и $x_2$ — корни квадратного уравнения $x^2 - (2a+1)x + a^2 + a - 1 = 0$, где $a$ — целое число. Найдите все значения $a$, при которых числа $x_1^4 + x_2^4$ и $x_1^2 + x_2^2$ являются последовательными целыми числами."
10-E2-1-L7-g911,10,7,quadratic_basic,685,"$(1,1,1)$, $(1,1,2)$, $(1,2,1)$, $(2,1,1)$, $(1,2,5)$, $(2,1,5)$, $(2,5,1)$, $(5,1,2)$, $(5,2,1)$, $(1,5,2)$, $(2,5,1)$,","Найдите все тройки натуральных чисел $(x, y, z)$, удовлетворяющие уравнению $x^2 + y^2 + z^2 = 3xyz$."
10-E2-2-L7-g911,10,7,quadratic_basic,2943,"(9, 36), (15, 30)","Найдите все пары натуральных чисел $(x, y)$ такие, что $x^2 + y^2 = 2025$ и $x < y$."
10-E2-4-L7-g911,10,7,quadratic_basic,1312,"$(1,1,1)$, $(1,1,2)$, $(1,2,1)$, $(2,1,1)$","Найдите все тройки натуральных чисел $(x, y, z)$ такие, что $x^2 + y^2 + z^2 = 3xyz$."
10-E2-2-L8-g911,10,8,quadratic_basic,520,"$(5,10), (10,5), (14,21), (21,14)$","Найдите все пары натуральных чисел $(x,y)$ такие, что $x^2 + y^2 = 7(x+y) + xy$."
10-E2-3-L8-g911,10,8,quadratic_basic,2141,"$(1,1,1)$, $(1,1,2)$, $(1,2,1)$, $(2,1,1)$, $(1,2,5)$, $(1,5,2)$, $(2,1,5)$, $(2,5,1)$, $(5,1,2)$, $(5,2,1)$, $(1,3,?)$ ","Найдите все тройки натуральных чисел $(x,y,z)$, удовлетворяющие уравнению $x^2 + y^2 + z^2 = 3xyz$."
10-F1-3-L8-g911,10,8,quadratic_basic,2100,$x=y=\d\frac{5+\sqrt{13}}{2}$,"Решите систему: $\sqrt$ (x + 1) − $\sqrt$ (6 − y) + 5 = 2 $\sqrt$ (6 + 5x − $y^2 $),$x^4 $+ 5 $x^2 $− $\sqrt{y}$ =$y^4 $− $\sqrt{x}$ + 5 $y^2 $."
10-F2-3-L4-gm,10,4,complete_graph_edges,88,$20$,"Сколько рёбер в полном двудольном графе $K_{4,5}$?"
10-F2-1-L6-gh3,10,6,handshake,62,$66$,На конференции $12$ человек пожали друг другу руки. Сколько всего рукопожатий?
10-F2-2-L6-gh3,10,6,complete_graph_edges,28,$15$,"В графе $6$ вершин, каждая соединена с каждой. Сколько рёбер?"
10-F2-3-L6-g911,10,6,complete_graph_edges,28,$10$,"В графе $5$ вершин, каждая соединена с каждой. Сколько рёбер?"
10-F3-2-L2-g4,10,2,fraction_of_number,185,нет,В квадрате со стороной $1$ выбрано $82$ точек. Обязательно ли среди них найдутся две на расстоянии не более $\d\frac{\sqrt{2}}{81}$?
10-F3-2-L6-g911,10,6,socks_pigeonhole,68,$14$,"В мешке носки $13$ цветов (поровну). Какое наименьшее число носков нужно вытащить, чтобы гарантированно была пара одного цвета?"
10-F3-1-L8-g911,10,8,quadratic_basic,1446,значения a,"Найдите все значения параметра a, при которых корни уравнения $x^2 $− ($a^2 $− a)x + a − 5 = 0 являются пятым и шестым членами некоторой непостоянной арифметической прогрессии, а корни уравнения 4 $x^2 $− ($a^3 $−$a^2 $)x + 2 $a^4 $+ 2 $a^2 $−$a^6 $ − 4 = 0 являются третьим и восьмым членами этой пр"
10-G1-2-L7-gst2,10,7,quadratic_basic,421,$\pi - 2$,"Даны два множества точек на плоскости: $A = \{(x, y) \mid x^2 + y^2 \leq 1\}$ и $B = \{(x, y) \mid |x| + |y| \leq 1\}$. Найдите площадь множества $A \setminus B$."
10-G1-4-L7-gst2,10,7,quadratic_basic,850,$5$,"Даны вещественные числа $a, b, c$, причём $b > a$. Функция $f(x) = ax^2 + bx + c$ принимает неотрицательные значения при всех вещественных $x$. Найдите наименьшее возможное значение $\frac{11a + b + c}{b - a}$."
10-G2-10-L6-gf,10,6,domino_tiling,80,нет,Можно ли покрыть прямоугольник $8\times8$ без двух противоположных угловых клеток доминошками $1\times2$?
10-G2-6-L6-gf,10,6,domino_tiling,66,нет,Можно ли доску $8\times8$ без одной клетки замостить доминошками $1\times2$?
10-G2-7-L6-gf,10,6,domino_tiling,67,нет,Можно ли доску $10\times10$ без одной клетки замостить доминошками $1\times2$?
10-G2-8-L6-gf,10,6,domino_tiling,21,нет,Можно ли прямоугольник $5\times5$ замостить доминошками $1\times2$?
10-G2-9-L6-gf,10,6,domino_tiling,66,нет,Можно ли доску $6\times6$ без одной клетки замостить доминошками $1\times2$?
11-F1-11,11,3,fraction_of_number,74,$\d\frac{AF}{FB}=3$,"На сторонах $BC$, $CA$, $AB$ треугольника $ABC$ взяты точки $D$, $E$, $F$ так, что чевианы $AD$, $BE$, $CF$ пересекаются в одной точке. Известно, что $\d\frac{BD}{DC}=\dfrac23$ и $\d\frac{CE}{EA}=\dfrac12$. Найдите отношение $\d\frac{AF}{FB}$."
11-F1-12,11,3,fraction_of_number,55,$\d\frac{CE}{EA}=\dfrac23$,"Прямая пересекает сторону $AB$ треугольника $ABC$ в точке $F$, причём $AF:FB=3:1$, и сторону $BC$ в точке $D$ с $BD:DC=1:2$. Эта прямая пересекает прямую $AC$ в точке $E$. Найдите отношение $\d\frac{CE}{EA}$."
11-F1-15,11,3,fraction_of_number,46,$\d\frac{S_{\text{внутр}}}{S_{ABC}}=\dfrac17$,"На сторонах $BC$, $CA$, $AB$ треугольника $ABC$ взяты точки $D$, $E$, $F$ так, что $\d\frac{BD}{DC}=\d\frac{CE}{EA}=\d\frac{AF}{FB}=2$. Чевианы $AD$, $BE$, $CF$ образуют внутренний треугольник. Найдите отношение площади этого внутреннего треугольника к площади $ABC$."
11-A1-1-L4-gf3,11,4,quadratic_basic,9,$5$,Многочлен $P(x)=x^2+1x+5$. Найдите $P(0)$.
11-A1-2-L4-gf3,11,4,quadratic_basic,9,$4$,Многочлен $P(x)=x^2+5x+4$. Найдите $P(0)$.
11-A2-1-L4-g,11,4,quadratic_basic,97,$41$,"Корни $x_1, x_2$ уравнения $x^2+1x-20=0$. Найдите $x_1^2+x_2^2$."
11-A2-3-L4-g,11,4,quadratic_basic,95,$73$,"Корни $x_1, x_2$ уравнения $x^2-11x+24=0$. Найдите $x_1^2+x_2^2$."
11-A2-4-L4-g,11,4,quadratic_basic,97,$85$,"Корни $x_1, x_2$ уравнения $x^2+1x-42=0$. Найдите $x_1^2+x_2^2$."
11-A2-5-L4-g,11,4,quadratic_basic,98,$145$,"Корни $x_1, x_2$ уравнения $x^2+1x-72=0$. Найдите $x_1^2+x_2^2$."
11-F1-16,11,4,fraction_of_number,63,$\d\frac{S_{\text{внутр}}}{S_{ABC}}=\d\frac{4}{13}$,"На сторонах $BC$, $CA$, $AB$ треугольника $ABC$ взяты точки $D$, $E$, $F$ так, что $\d\frac{BD}{DC}=\d\frac{CE}{EA}=\d\frac{AF}{FB}=3$. Чевианы $AD$, $BE$, $CF$ ограничивают внутренний треугольник. Найдите отношение его площади к площади $ABC$."
11-A2-10-L5-g,11,5,fraction_of_number,94,$\d\frac{7}{13}$,Найдите значение произведения $\prod_{k=2}^{13}\left(1-\d\frac{1}{k^2}\right)$.
11-A2-11-L5-g,11,5,fraction_of_number,95,$\d\frac{13}{24}$,Найдите значение произведения $\prod_{k=2}^{12}\left(1-\d\frac{1}{k^2}\right)$.
